feature,mean_abs_shap
ca,0.1632062484406969
thal,0.08895176269594124
sex,0.07452857076988657
cp,0.0548621353704955
exang,0.04629479695059361
slope,0.04212340993256873
thalach,0.036870051994995864
trestbps,0.023443189604070835
restecg,0.02300310240849299
oldpeak,0.014588355341749355
chol,0.014370428445210219
fbs,0.013461592392702415
age,0.003923280150934999
