feature,mean_abs_shap
ca,0.16310360506778845
thal,0.08866256578544075
sex,0.07191995589206418
cp,0.057147111306050685
slope,0.0436967364799195
exang,0.04080695215190719
thalach,0.03574473940915468
trestbps,0.024118953331685695
restecg,0.023177918770345505
oldpeak,0.016571002505792767
fbs,0.014187406168488941
chol,0.012142374175501337
age,0.0047588458896088304
