feature,mean_abs_shap
ca,0.15532485527994083
thal,0.09801811335798997
cp,0.06279411059013147
sex,0.05130382370756882
thalach,0.0403617891278268
slope,0.03902988414343448
restecg,0.030054032495808777
oldpeak,0.028864428653590266
exang,0.02757070772590783
trestbps,0.025640389631980922
age,0.012935991578912218
fbs,0.008708721196254415
chol,0.0034006981446407774
