feature,mean_abs_shap
ca,0.12629233543610863
thal,0.11158087833705124
thalach,0.06752253502323288
cp,0.06410579265441359
oldpeak,0.04493749685476575
restecg,0.03947856266716263
age,0.02852219510053511
trestbps,0.027955586354733046
slope,0.022956220804601978
sex,0.014187445759007558
exang,0.009452258284969898
fbs,0.0022576117804386474
chol,0.0
