feature,mean_abs_shap
ca,0.1620765483772871
thal,0.08985996501153647
sex,0.0663278239814752
cp,0.058867826015860034
slope,0.04346633957420105
thalach,0.03578514228599366
exang,0.03509005022110138
restecg,0.024743372411521188
trestbps,0.024153422427236806
oldpeak,0.020070716632943075
fbs,0.012360350740088719
chol,0.009738524719459535
age,0.006587687935788442
