feature,mean_abs_shap
ca,0.1633356396424564
thal,0.08915196567280206
sex,0.07462403781487163
cp,0.05453470981178596
exang,0.0468737853056046
slope,0.04198806273017521
thalach,0.036543294737942815
trestbps,0.023991490756602833
restecg,0.022757616315311452
chol,0.014658671629326525
oldpeak,0.014438472370589223
fbs,0.014299278429599684
age,0.0032337406455293957
